trigram,count,codepoints,unicode_names
ံတဴ,5,U+1036 U+1010 U+1034,MYANMAR SIGN ANUSVARA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON O
၊ဂိ,5,U+104A U+1002 U+102D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER GA | MYANMAR VOWEL SIGN I
ဴ။လ,5,U+1034 U+104B U+101C,MYANMAR VOWEL SIGN MON O | MYANMAR SIGN SECTION | MYANMAR LETTER LA
စၠေ,5,U+1005 U+1060 U+1031,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN E
ံမန,5,U+1036 U+1019 U+1014,MYANMAR SIGN ANUSVARA | MYANMAR LETTER MA | MYANMAR LETTER NA
ံအခ,5,U+1036 U+1021 U+1001,MYANMAR SIGN ANUSVARA | MYANMAR LETTER A | MYANMAR LETTER KHA
္ကရ,5,U+1039 U+1000 U+101B,MYANMAR SIGN VIRAMA | MYANMAR LETTER KA | MYANMAR LETTER RA
ဴ။တ,5,U+1034 U+104B U+1010,MYANMAR VOWEL SIGN MON O | MYANMAR SIGN SECTION | MYANMAR LETTER TA
န်း,5,U+1014 U+103A U+1038,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR SIGN VISARGA
အဴမ,5,U+1021 U+1034 U+1019,MYANMAR LETTER A | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER MA
မိတ,5,U+1019 U+102D U+1010,MYANMAR LETTER MA | MYANMAR VOWEL SIGN I | MYANMAR LETTER TA
ူဂက,5,U+1030 U+1002 U+1000,MYANMAR VOWEL SIGN UU | MYANMAR LETTER GA | MYANMAR LETTER KA
ုတံ,5,U+102F U+1010 U+1036,MYANMAR VOWEL SIGN U | MYANMAR LETTER TA | MYANMAR SIGN ANUSVARA
်သဇ,5,U+103A U+101E U+1007,MYANMAR SIGN ASAT | MYANMAR LETTER SA | MYANMAR LETTER JA
သဇိ,5,U+101E U+1007 U+102D,MYANMAR LETTER SA | MYANMAR LETTER JA | MYANMAR VOWEL SIGN I
်ဆဵ,5,U+103A U+1006 U+1035,MYANMAR SIGN ASAT | MYANMAR LETTER CHA | MYANMAR VOWEL SIGN E ABOVE
နူဏ,5,U+1014 U+1030 U+100F,MYANMAR LETTER NA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER NNA
်အပ,5,U+103A U+1021 U+1015,MYANMAR SIGN ASAT | MYANMAR LETTER A | MYANMAR LETTER PA
ဲတၚ,5,U+1032 U+1010 U+105A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER TA | MYANMAR LETTER MON NGA
ုကိ,5,U+102F U+1000 U+102D,MYANMAR VOWEL SIGN U | MYANMAR LETTER KA | MYANMAR VOWEL SIGN I
မတီ,5,U+1019 U+1010 U+102E,MYANMAR LETTER MA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN II
ဒးမ,5,U+1012 U+1038 U+1019,MYANMAR LETTER DA | MYANMAR SIGN VISARGA | MYANMAR LETTER MA
ဟာသ,5,U+101F U+102C U+101E,MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER SA
ီုဍ,5,U+102E U+102F U+100D,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER DDA
ပြာ,5,U+1015 U+103C U+102C,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AA
ံဘာ,5,U+1036 U+1018 U+102C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER BHA | MYANMAR VOWEL SIGN AA
ုကွ,5,U+102F U+1000 U+103D,MYANMAR VOWEL SIGN U | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL WA
ဴကျ,5,U+1034 U+1000 U+103B,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA
ံဟီ,5,U+1036 U+101F U+102E,MYANMAR SIGN ANUSVARA | MYANMAR LETTER HA | MYANMAR VOWEL SIGN II
ာစေ,5,U+102C U+1005 U+1031,MYANMAR VOWEL SIGN AA | MYANMAR LETTER CA | MYANMAR VOWEL SIGN E
်ခန,5,U+103A U+1001 U+1014,MYANMAR SIGN ASAT | MYANMAR LETTER KHA | MYANMAR LETTER NA
ဲပရ,5,U+1032 U+1015 U+101B,MYANMAR VOWEL SIGN AI | MYANMAR LETTER PA | MYANMAR LETTER RA
ုကသ,5,U+102F U+1000 U+101E,MYANMAR VOWEL SIGN U | MYANMAR LETTER KA | MYANMAR LETTER SA
ဂြဲ,5,U+1002 U+103C U+1032,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AI
ြဲက,5,U+103C U+1032 U+1000,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA
ံဂက,5,U+1036 U+1002 U+1000,MYANMAR SIGN ANUSVARA | MYANMAR LETTER GA | MYANMAR LETTER KA
။လၟ,5,U+104B U+101C U+105F,MYANMAR SIGN SECTION | MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ပ်။,5,U+1015 U+103A U+104B,MYANMAR LETTER PA | MYANMAR SIGN ASAT | MYANMAR SIGN SECTION
။နာ,5,U+104B U+1014 U+102C,MYANMAR SIGN SECTION | MYANMAR LETTER NA | MYANMAR VOWEL SIGN AA
ြပ်,5,U+103C U+1015 U+103A,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER PA | MYANMAR SIGN ASAT
်ဗဟ,5,U+103A U+1017 U+101F,MYANMAR SIGN ASAT | MYANMAR LETTER BA | MYANMAR LETTER HA
်ေသ,5,U+103A U+1031 U+101E,MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN E | MYANMAR LETTER SA
ာကွ,5,U+102C U+1000 U+103D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL WA
ဲမန,5,U+1032 U+1019 U+1014,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MA | MYANMAR LETTER NA
ဵုဍ,5,U+1035 U+102F U+100D,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER DDA
အာန,5,U+1021 U+102C U+1014,MYANMAR LETTER A | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NA
ညိဂ,5,U+100A U+102D U+1002,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I | MYANMAR LETTER GA
မ္ဒ,5,U+1019 U+1039 U+1012,MYANMAR LETTER MA | MYANMAR SIGN VIRAMA | MYANMAR LETTER DA
ဒးခ,5,U+1012 U+1038 U+1001,MYANMAR LETTER DA | MYANMAR SIGN VISARGA | MYANMAR LETTER KHA
ဲမာ,5,U+1032 U+1019 U+102C,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA
ိကီ,5,U+102D U+1000 U+102E,MYANMAR VOWEL SIGN I | MYANMAR LETTER KA | MYANMAR VOWEL SIGN II
တံရ,5,U+1010 U+1036 U+101B,MYANMAR LETTER TA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER RA
်လပ,5,U+103A U+101C U+1015,MYANMAR SIGN ASAT | MYANMAR LETTER LA | MYANMAR LETTER PA
းသွ,5,U+1038 U+101E U+103D,MYANMAR SIGN VISARGA | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL WA
ုလ္,5,U+102F U+101C U+1039,MYANMAR VOWEL SIGN U | MYANMAR LETTER LA | MYANMAR SIGN VIRAMA
်ဟိ,5,U+103A U+101F U+102D,MYANMAR SIGN ASAT | MYANMAR LETTER HA | MYANMAR VOWEL SIGN I
ူဂှ,5,U+1030 U+1002 U+103E,MYANMAR VOWEL SIGN UU | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL HA
ျူခ,5,U+103B U+1030 U+1001,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER KHA
တူဍ,5,U+1010 U+1030 U+100D,MYANMAR LETTER TA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER DDA
ုဘာ,5,U+102F U+1018 U+102C,MYANMAR VOWEL SIGN U | MYANMAR LETTER BHA | MYANMAR VOWEL SIGN AA
ဝဏ္,5,U+101D U+100F U+1039,MYANMAR LETTER WA | MYANMAR LETTER NNA | MYANMAR SIGN VIRAMA
ုအိ,5,U+102F U+1021 U+102D,MYANMAR VOWEL SIGN U | MYANMAR LETTER A | MYANMAR VOWEL SIGN I
ျးအ,5,U+103B U+1038 U+1021,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR SIGN VISARGA | MYANMAR LETTER A
ညးပ,5,U+100A U+1038 U+1015,MYANMAR LETTER NNYA | MYANMAR SIGN VISARGA | MYANMAR LETTER PA
ညုၚ,5,U+100A U+102F U+105A,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MON NGA
ံသြ,5,U+1036 U+101E U+103C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL RA
းတီ,5,U+1038 U+1010 U+102E,MYANMAR SIGN VISARGA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN II
တက္,5,U+1010 U+1000 U+1039,MYANMAR LETTER TA | MYANMAR LETTER KA | MYANMAR SIGN VIRAMA
္ကသ,5,U+1039 U+1000 U+101E,MYANMAR SIGN VIRAMA | MYANMAR LETTER KA | MYANMAR LETTER SA
ိနွ,5,U+102D U+1014 U+103D,MYANMAR VOWEL SIGN I | MYANMAR LETTER NA | MYANMAR CONSONANT SIGN MEDIAL WA
ုမိ,5,U+102F U+1019 U+102D,MYANMAR VOWEL SIGN U | MYANMAR LETTER MA | MYANMAR VOWEL SIGN I
ၜးလ,5,U+105C U+1038 U+101C,MYANMAR LETTER MON BBA | MYANMAR SIGN VISARGA | MYANMAR LETTER LA
္မသ,5,U+1039 U+1019 U+101E,MYANMAR SIGN VIRAMA | MYANMAR LETTER MA | MYANMAR LETTER SA
နူမ,5,U+1014 U+1030 U+1019,MYANMAR LETTER NA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER MA
တီပ,5,U+1010 U+102E U+1015,MYANMAR LETTER TA | MYANMAR VOWEL SIGN II | MYANMAR LETTER PA
ပရူ,5,U+1015 U+101B U+1030,MYANMAR LETTER PA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN UU
်အတ,5,U+103A U+1021 U+1010,MYANMAR SIGN ASAT | MYANMAR LETTER A | MYANMAR LETTER TA
်ဂလ,5,U+103A U+1002 U+101C,MYANMAR SIGN ASAT | MYANMAR LETTER GA | MYANMAR LETTER LA
ဝေၚ,5,U+101D U+1031 U+105A,MYANMAR LETTER WA | MYANMAR VOWEL SIGN E | MYANMAR LETTER MON NGA
ာဲယ,5,U+102C U+1032 U+101A,MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER YA
မပါ,5,U+1019 U+1015 U+102B,MYANMAR LETTER MA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN TALL AA
ဝှ်,5,U+101D U+103E U+103A,MYANMAR LETTER WA | MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT
န်ခ,5,U+1014 U+103A U+1001,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER KHA
ာမၞ,5,U+102C U+1019 U+105E,MYANMAR VOWEL SIGN AA | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL NA
းဒး,5,U+1038 U+1012 U+1038,MYANMAR SIGN VISARGA | MYANMAR LETTER DA | MYANMAR SIGN VISARGA
ုဒ်,5,U+102F U+1012 U+103A,MYANMAR VOWEL SIGN U | MYANMAR LETTER DA | MYANMAR SIGN ASAT
ဲကဵ,5,U+1032 U+1000 U+1035,MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA | MYANMAR VOWEL SIGN E ABOVE
ုဂု,5,U+102F U+1002 U+102F,MYANMAR VOWEL SIGN U | MYANMAR LETTER GA | MYANMAR VOWEL SIGN U
၂၀၀,5,U+1042 U+1040 U+1040,MYANMAR DIGIT TWO | MYANMAR DIGIT ZERO | MYANMAR DIGIT ZERO
်လဗ,5,U+103A U+101C U+1017,MYANMAR SIGN ASAT | MYANMAR LETTER LA | MYANMAR LETTER BA
လဗၚ,5,U+101C U+1017 U+105A,MYANMAR LETTER LA | MYANMAR LETTER BA | MYANMAR LETTER MON NGA
ဗ္ဗ,5,U+1017 U+1039 U+1017,MYANMAR LETTER BA | MYANMAR SIGN VIRAMA | MYANMAR LETTER BA
ှ်ဖ,5,U+103E U+103A U+1016,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER PHA
တ်။,5,U+1010 U+103A U+104B,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR SIGN SECTION
ှာစ,5,U+103E U+102C U+1005,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER CA
ရ။က,5,U+101B U+104B U+1000,MYANMAR LETTER RA | MYANMAR SIGN SECTION | MYANMAR LETTER KA
ၠးၜ,5,U+1060 U+1038 U+105C,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR SIGN VISARGA | MYANMAR LETTER MON BBA
တမတ,5,U+1010 U+1019 U+1010,MYANMAR LETTER TA | MYANMAR LETTER MA | MYANMAR LETTER TA
ထေၚ,5,U+1011 U+1031 U+105A,MYANMAR LETTER THA | MYANMAR VOWEL SIGN E | MYANMAR LETTER MON NGA
သၟဝ,5,U+101E U+105F U+101D,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER WA
်။ဂ,5,U+103A U+104B U+1002,MYANMAR SIGN ASAT | MYANMAR SIGN SECTION | MYANMAR LETTER GA
။ဟွ,5,U+104B U+101F U+103D,MYANMAR SIGN SECTION | MYANMAR LETTER HA | MYANMAR CONSONANT SIGN MEDIAL WA
ှ်၊,5,U+103E U+103A U+104A,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR SIGN LITTLE SECTION
အ်ဟ,5,U+1021 U+103A U+101F,MYANMAR LETTER A | MYANMAR SIGN ASAT | MYANMAR LETTER HA
်ကရ,5,U+103A U+1000 U+101B,MYANMAR SIGN ASAT | MYANMAR LETTER KA | MYANMAR LETTER RA
တ်ထ,5,U+1010 U+103A U+1011,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER THA
ေအ်,5,U+1031 U+1021 U+103A,MYANMAR VOWEL SIGN E | MYANMAR LETTER A | MYANMAR SIGN ASAT
်ဖက,5,U+103A U+1016 U+1000,MYANMAR SIGN ASAT | MYANMAR LETTER PHA | MYANMAR LETTER KA
ဖက်,5,U+1016 U+1000 U+103A,MYANMAR LETTER PHA | MYANMAR LETTER KA | MYANMAR SIGN ASAT
ဟ်၊,5,U+101F U+103A U+104A,MYANMAR LETTER HA | MYANMAR SIGN ASAT | MYANMAR SIGN LITTLE SECTION
းလ္,5,U+1038 U+101C U+1039,MYANMAR SIGN VISARGA | MYANMAR LETTER LA | MYANMAR SIGN VIRAMA
ကုက,5,U+1000 U+102F U+1000,MYANMAR LETTER KA | MYANMAR VOWEL SIGN U | MYANMAR LETTER KA
၊တ္,5,U+104A U+1010 U+1039,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER TA | MYANMAR SIGN VIRAMA
။အတ,5,U+104B U+1021 U+1010,MYANMAR SIGN SECTION | MYANMAR LETTER A | MYANMAR LETTER TA
ံရ၊,5,U+1036 U+101B U+104A,MYANMAR SIGN ANUSVARA | MYANMAR LETTER RA | MYANMAR SIGN LITTLE SECTION
ှ်ဘ,5,U+103E U+103A U+1018,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER BHA
ာသွ,5,U+102C U+101E U+103D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL WA
ဘ၀မ,5,U+1018 U+1040 U+1019,MYANMAR LETTER BHA | MYANMAR DIGIT ZERO | MYANMAR LETTER MA
၀မ္,5,U+1040 U+1019 U+1039,MYANMAR DIGIT ZERO | MYANMAR LETTER MA | MYANMAR SIGN VIRAMA
းပေ,5,U+1038 U+1015 U+1031,MYANMAR SIGN VISARGA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN E
ၞာန,5,U+105E U+102C U+1014,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NA
ဍဲလ,5,U+100D U+1032 U+101C,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER LA
။ဓရ,5,U+104B U+1013 U+101B,MYANMAR SIGN SECTION | MYANMAR LETTER DHA | MYANMAR LETTER RA
းလေ,5,U+1038 U+101C U+1031,MYANMAR SIGN VISARGA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN E
ဇုက,5,U+1007 U+102F U+1000,MYANMAR LETTER JA | MYANMAR VOWEL SIGN U | MYANMAR LETTER KA
ုကလ,5,U+102F U+1000 U+101C,MYANMAR VOWEL SIGN U | MYANMAR LETTER KA | MYANMAR LETTER LA
ီုအ,5,U+102E U+102F U+1021,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER A
းအရ,5,U+1038 U+1021 U+101B,MYANMAR SIGN VISARGA | MYANMAR LETTER A | MYANMAR LETTER RA
ီုစ,5,U+102E U+102F U+1005,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER CA
ုဲဖ,5,U+102F U+1032 U+1016,MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AI | MYANMAR LETTER PHA
ဲဂၠ,5,U+1032 U+1002 U+1060,MYANMAR VOWEL SIGN AI | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ဲဗွ,5,U+1032 U+1017 U+103D,MYANMAR VOWEL SIGN AI | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL WA
ြော,5,U+103C U+1031 U+102C,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA
်၊အ,5,U+103A U+104A U+1021,MYANMAR SIGN ASAT | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER A
ၞာမ,5,U+105E U+102C U+1019,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER MA
လ်တ,5,U+101C U+103A U+1010,MYANMAR LETTER LA | MYANMAR SIGN ASAT | MYANMAR LETTER TA
ာနိ,5,U+102C U+1014 U+102D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER NA | MYANMAR VOWEL SIGN I
ဥပဒ,5,U+1025 U+1015 U+1012,MYANMAR LETTER U | MYANMAR LETTER PA | MYANMAR LETTER DA
ပ်၁,5,U+1015 U+103A U+1041,MYANMAR LETTER PA | MYANMAR SIGN ASAT | MYANMAR DIGIT ONE
ဘဝဇ,5,U+1018 U+101D U+1007,MYANMAR LETTER BHA | MYANMAR LETTER WA | MYANMAR LETTER JA
ဝဇက,5,U+101D U+1007 U+1000,MYANMAR LETTER WA | MYANMAR LETTER JA | MYANMAR LETTER KA
မိအ,5,U+1019 U+102D U+1021,MYANMAR LETTER MA | MYANMAR VOWEL SIGN I | MYANMAR LETTER A
ိအိ,5,U+102D U+1021 U+102D,MYANMAR VOWEL SIGN I | MYANMAR LETTER A | MYANMAR VOWEL SIGN I
္ဒြ,5,U+1039 U+1012 U+103C,MYANMAR SIGN VIRAMA | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL RA
ဒြေ,5,U+1012 U+103C U+1031,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN E
ပြု,5,U+1015 U+103C U+102F,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN U
ုံဟ,5,U+102F U+1036 U+101F,MYANMAR VOWEL SIGN U | MYANMAR SIGN ANUSVARA | MYANMAR LETTER HA
ံဟန,5,U+1036 U+101F U+1014,MYANMAR SIGN ANUSVARA | MYANMAR LETTER HA | MYANMAR LETTER NA
ဟန်,5,U+101F U+1014 U+103A,MYANMAR LETTER HA | MYANMAR LETTER NA | MYANMAR SIGN ASAT
ာကြ,5,U+102C U+1000 U+103C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL RA
ာဲရ,5,U+102C U+1032 U+101B,MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER RA
စၟဳ,5,U+1005 U+105F U+1033,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN MON II
်ပန,5,U+103A U+1015 U+1014,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR LETTER NA
ာကီ,5,U+102C U+1000 U+102E,MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN II
မာတ,5,U+1019 U+102C U+1010,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER TA
နီတ,5,U+1014 U+102E U+1010,MYANMAR LETTER NA | MYANMAR VOWEL SIGN II | MYANMAR LETTER TA
ီတိ,5,U+102E U+1010 U+102D,MYANMAR VOWEL SIGN II | MYANMAR LETTER TA | MYANMAR VOWEL SIGN I
ှေစ,5,U+103E U+1031 U+1005,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN E | MYANMAR LETTER CA
ေစည,5,U+1031 U+1005 U+100A,MYANMAR VOWEL SIGN E | MYANMAR LETTER CA | MYANMAR LETTER NNYA
းခု,5,U+1038 U+1001 U+102F,MYANMAR SIGN VISARGA | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN U
ခုံ,5,U+1001 U+102F U+1036,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN U | MYANMAR SIGN ANUSVARA
ာပါ,5,U+102C U+1015 U+102B,MYANMAR VOWEL SIGN AA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN TALL AA
်တာ,5,U+103A U+1010 U+102C,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA
ကူလ,5,U+1000 U+1030 U+101C,MYANMAR LETTER KA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER LA
စာရ,5,U+1005 U+102C U+101B,MYANMAR LETTER CA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER RA
်ဗပ,5,U+103A U+1017 U+1015,MYANMAR SIGN ASAT | MYANMAR LETTER BA | MYANMAR LETTER PA
ုသိ,4,U+102F U+101E U+102D,MYANMAR VOWEL SIGN U | MYANMAR LETTER SA | MYANMAR VOWEL SIGN I
ယ်က,4,U+101A U+103A U+1000,MYANMAR LETTER YA | MYANMAR SIGN ASAT | MYANMAR LETTER KA
ုဲဍ,4,U+102F U+1032 U+100D,MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AI | MYANMAR LETTER DDA
းဏာ,4,U+1038 U+100F U+102C,MYANMAR SIGN VISARGA | MYANMAR LETTER NNA | MYANMAR VOWEL SIGN AA
ဳမာ,4,U+1033 U+1019 U+102C,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA
၃၀၀,4,U+1043 U+1040 U+1040,MYANMAR DIGIT THREE | MYANMAR DIGIT ZERO | MYANMAR DIGIT ZERO
မဇ္,4,U+1019 U+1007 U+1039,MYANMAR LETTER MA | MYANMAR LETTER JA | MYANMAR SIGN VIRAMA
္ဇျ,4,U+1039 U+1007 U+103B,MYANMAR SIGN VIRAMA | MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL YA
ဇျိ,4,U+1007 U+103B U+102D,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN I
ျိမ,4,U+103B U+102D U+1019,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN I | MYANMAR LETTER MA
နာရ,4,U+1014 U+102C U+101B,MYANMAR LETTER NA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER RA
တ်ဝ,4,U+1010 U+103A U+101D,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER WA
ံကလ,4,U+1036 U+1000 U+101C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER KA | MYANMAR LETTER LA
က်ဓ,4,U+1000 U+103A U+1013,MYANMAR LETTER KA | MYANMAR SIGN ASAT | MYANMAR LETTER DHA
ုတၠ,4,U+102F U+1010 U+1060,MYANMAR VOWEL SIGN U | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ာသတ,4,U+102C U+101E U+1010,MYANMAR VOWEL SIGN AA | MYANMAR LETTER SA | MYANMAR LETTER TA
ရ်မ,4,U+101B U+103A U+1019,MYANMAR LETTER RA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
်ဒွ,4,U+103A U+1012 U+103D,MYANMAR SIGN ASAT | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL WA
နဲက,4,U+1014 U+1032 U+1000,MYANMAR LETTER NA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA
မ်မ,4,U+1019 U+103A U+1019,MYANMAR LETTER MA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
ြာဲ,4,U+103C U+102C U+1032,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI
ာဲဆ,4,U+102C U+1032 U+1006,MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER CHA
်လၞ,4,U+103A U+101C U+105E,MYANMAR SIGN ASAT | MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ဂအာ,4,U+1002 U+1021 U+102C,MYANMAR LETTER GA | MYANMAR LETTER A | MYANMAR VOWEL SIGN AA
ဟာပ,4,U+101F U+102C U+1015,MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER PA
ဲဒက,4,U+1032 U+1012 U+1000,MYANMAR VOWEL SIGN AI | MYANMAR LETTER DA | MYANMAR LETTER KA
ဒကု,4,U+1012 U+1000 U+102F,MYANMAR LETTER DA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN U
ကုဲ,4,U+1000 U+102F U+1032,MYANMAR LETTER KA | MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AI
်ဂ္,4,U+103A U+1002 U+1039,MYANMAR SIGN ASAT | MYANMAR LETTER GA | MYANMAR SIGN VIRAMA
ပ်ဇ,4,U+1015 U+103A U+1007,MYANMAR LETTER PA | MYANMAR SIGN ASAT | MYANMAR LETTER JA
ဂြိ,4,U+1002 U+103C U+102D,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN I
ဓီု,4,U+1013 U+102E U+102F,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
သာတ,4,U+101E U+102C U+1010,MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER TA
ညိသ,4,U+100A U+102D U+101E,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I | MYANMAR LETTER SA
